Source	Target
DB00312	ENSG00000109158
DB00312	ENSG00000186297
DB00312	ENSG00000274542
DB00312	ENSG00000175344
DB00312	ENSG00000120251
DB00312	ENSG00000101204
DB00312	ENSG00000176884
DB00247	ENSG00000179097
DB00247	ENSG00000178394
DB00247	ENSG00000135312
DB00247	ENSG00000148680
DB00247	ENSG00000168830
DB00247	ENSG00000147246
DB00247	ENSG00000102468
DB00247	ENSG00000135914
DB00697	ENSG00000150594
DB00697	ENSG00000184160
DB00697	ENSG00000010322
DB00007	ENSG00000109163
DB00044	ENSG00000138039
DB00152	ENSG00000196511
DB00152	ENSG00000117479
DB00772	ENSG00000114200
DB00165	ENSG00000160209
DB01099	ENSG00000130816
DB06605	ENSG00000126218
DB01579	ENSG00000170214
DB01579	ENSG00000103546
DB01579	ENSG00000120907
DB01269	ENSG00000146648
DB00125	ENSG00000142920
DB00125	ENSG00000081181
DB00125	ENSG00000130707
DB00125	ENSG00000126522
DB00125	ENSG00000007171
DB00125	ENSG00000139514
DB00125	ENSG00000099960
DB00125	ENSG00000165349
DB00125	ENSG00000164867
DB01239	ENSG00000135914
DB01239	ENSG00000147246
DB01239	ENSG00000196639
DB01239	ENSG00000149295
DB01239	ENSG00000184984
DB01239	ENSG00000151577
DB01239	ENSG00000102468
DB01239	ENSG00000181072
DB01239	ENSG00000184845
DB01239	ENSG00000133019
DB01239	ENSG00000168539
DB01239	ENSG00000180720
DB00379	ENSG00000183873
DB00379	ENSG00000106546
DB01094	ENSG00000167780
DB01094	ENSG00000057252
DB01094	ENSG00000138823
DB00846	ENSG00000113580
DB00354	ENSG00000196639
DB00354	ENSG00000168539
DB00280	ENSG00000184408
DB00280	ENSG00000168539
DB00280	ENSG00000171385
DB00280	ENSG00000183873
DB00280	ENSG00000133019
DB00280	ENSG00000181072
DB00404	ENSG00000022355
DB08869	ENSG00000106128
DB00149	ENSG00000105552
DB00149	ENSG00000133706
DB00149	ENSG00000011376
DB00149	ENSG00000060982
DB00149	ENSG00000168806
DB00149	ENSG00000205629
DB00934	ENSG00000133019
DB00934	ENSG00000148680
DB00934	ENSG00000120907
DB00934	ENSG00000103546
DB00934	ENSG00000180720
DB00934	ENSG00000150594
DB00934	ENSG00000168539
DB00934	ENSG00000149295
DB00934	ENSG00000147246
DB00934	ENSG00000181072
DB00934	ENSG00000196639
DB00934	ENSG00000102468
DB00934	ENSG00000184984
DB01274	ENSG00000169252
DB06288	ENSG00000149295
DB06288	ENSG00000148680
DB06288	ENSG00000102468
DB06288	ENSG00000151577
DB00348	ENSG00000158104
DB00776	ENSG00000183873
DB08879	ENSG00000102524
DB00010	ENSG00000106128
DB00270	ENSG00000081248
DB00270	ENSG00000007402
DB00270	ENSG00000157388
DB00270	ENSG00000153956
DB00270	ENSG00000165995
DB00270	ENSG00000151067
DB00270	ENSG00000196557
DB01382	ENSG00000151704
DB01382	ENSG00000006071
DB01408	ENSG00000169252
DB00245	ENSG00000196639
DB00245	ENSG00000276996
DB00245	ENSG00000142319
DB00245	ENSG00000168539
DB09016	ENSG00000108576
DB09016	ENSG00000102468
DB09016	ENSG00000196639
DB00836	ENSG00000141837
DB00836	ENSG00000160014
DB00836	ENSG00000198668
DB00836	ENSG00000143933
DB00836	ENSG00000112038
DB00836	ENSG00000116329
DB00836	ENSG00000082556
DB00836	ENSG00000115138
DB00738	ENSG00000107614
DB00686	ENSG00000075388
DB00686	ENSG00000138685
DB00686	ENSG00000113578
DB00920	ENSG00000205268
DB00920	ENSG00000113448
DB00920	ENSG00000113231
DB00920	ENSG00000184588
DB00920	ENSG00000065989
DB00920	ENSG00000171408
DB00920	ENSG00000073417
DB00920	ENSG00000142657
DB00920	ENSG00000196639
DB00920	ENSG00000105650
DB01053	ENSG00000088386
DB01053	ENSG00000163406
DB01053	ENSG00000149452
DB06237	ENSG00000138735
DB01067	ENSG00000006071
DB01067	ENSG00000132170
DB02546	ENSG00000196591
DB02546	ENSG00000147099
DB02546	ENSG00000094631
DB02546	ENSG00000116478
DB02546	ENSG00000171720
DB01013	ENSG00000113580
DB05679	ENSG00000113302
DB00711	ENSG00000275565
DB00711	ENSG00000012779
DB00711	ENSG00000095303
DB00860	ENSG00000113580
DB00521	ENSG00000169252
DB00521	ENSG00000043591
DB00064	ENSG00000106927
DB00064	ENSG00000130203
DB00064	ENSG00000173432
DB00755	ENSG00000013588
DB00755	ENSG00000118849
DB00755	ENSG00000227322
DB00755	ENSG00000228333
DB00755	ENSG00000206289
DB00755	ENSG00000204231
DB00755	ENSG00000231321
DB00755	ENSG00000235712
DB00755	ENSG00000172819
DB00755	ENSG00000128918
DB00755	ENSG00000165092
DB00755	ENSG00000169297
DB00755	ENSG00000143171
DB01199	ENSG00000087085
DB01199	ENSG00000120903
DB01199	ENSG00000166736
DB00241	ENSG00000011677
DB00241	ENSG00000101204
DB00241	ENSG00000164418
DB00241	ENSG00000274542
DB00241	ENSG00000175344
DB00241	ENSG00000109158
DB00241	ENSG00000186297
DB00241	ENSG00000022355
DB00241	ENSG00000120251
DB00241	ENSG00000145863
DB00241	ENSG00000151834
DB00927	ENSG00000113749
DB01297	ENSG00000043591
DB00170	ENSG00000167397
DB00170	ENSG00000126231
DB00170	ENSG00000115718
DB00170	ENSG00000184500
DB00170	ENSG00000181019
DB00170	ENSG00000126218
DB00170	ENSG00000124588
DB00170	ENSG00000242252
DB00170	ENSG00000115486
DB00170	ENSG00000057593
DB00170	ENSG00000101981
DB00170	ENSG00000180210
DB00170	ENSG00000196715
DB00340	ENSG00000168539
DB00340	ENSG00000184984
DB00340	ENSG00000133019
DB00340	ENSG00000180720
DB00340	ENSG00000181072
DB01188	ENSG00000163399
DB00473	ENSG00000183873
DB00473	ENSG00000185313
DB00135	ENSG00000139131
DB00135	ENSG00000134684
DB00135	ENSG00000180176
DB00135	ENSG00000198650
DB00983	ENSG00000169252
DB00611	ENSG00000112038
DB00611	ENSG00000116329
DB00611	ENSG00000082556
DB00780	ENSG00000166123
DB00780	ENSG00000167701
DB00780	ENSG00000069535
DB00780	ENSG00000189221
DB00780	ENSG00000131471
DB00780	ENSG00000183044
DB00695	ENSG00000104267
DB00695	ENSG00000074803
DB01295	ENSG00000120907
DB01295	ENSG00000169252
DB01295	ENSG00000043591
DB00782	ENSG00000168539
DB00320	ENSG00000135312
DB00320	ENSG00000135914
DB00320	ENSG00000179546
DB00320	ENSG00000150594
DB00583	ENSG00000110090
DB00583	ENSG00000005469
DB00583	ENSG00000197375
DB00583	ENSG00000178537
DB00583	ENSG00000262243
DB00583	ENSG00000198848
DB00583	ENSG00000158125
DB00583	ENSG00000197208
DB00583	ENSG00000005381
DB00583	ENSG00000197119
DB00583	ENSG00000095321
DB00583	ENSG00000157184
DB00979	ENSG00000168539
DB01121	ENSG00000144285
DB06701	ENSG00000103546
DB06701	ENSG00000108576
DB06701	ENSG00000276996
DB06701	ENSG00000142319
DB00635	ENSG00000117594
DB00635	ENSG00000113580
DB01192	ENSG00000112038
DB01192	ENSG00000116329
DB00514	ENSG00000147955
DB00514	ENSG00000108576
DB00514	ENSG00000165168
DB00514	ENSG00000103546
DB00514	ENSG00000120903
DB00514	ENSG00000117971
DB00514	ENSG00000198785
DB00514	ENSG00000082556
DB00514	ENSG00000116329
DB00514	ENSG00000112038
DB00514	ENSG00000274542
DB00514	ENSG00000175344
DB00514	ENSG00000101856
DB00514	ENSG00000080644
DB00514	ENSG00000101204
DB00514	ENSG00000160716
DB00501	ENSG00000113749
DB00214	ENSG00000074803
DB00401	ENSG00000151067
DB00401	ENSG00000153956
DB00401	ENSG00000165995
DB00401	ENSG00000157388
DB00401	ENSG00000081248
DB00403	ENSG00000163394
DB04573	ENSG00000091831
DB04573	ENSG00000140009
DB01021	ENSG00000074803
DB01021	ENSG00000104267
DB01021	ENSG00000163399
DB01021	ENSG00000167434
DB01021	ENSG00000133742
DB00704	ENSG00000112038
DB00704	ENSG00000116329
DB00704	ENSG00000147955
DB00704	ENSG00000082556
DB01110	ENSG00000184611
DB01110	ENSG00000055118
DB01110	ENSG00000080709
DB01110	ENSG00000164867
DB01110	ENSG00000156113
DB01110	ENSG00000135643
DB01110	ENSG00000275163
DB01110	ENSG00000197584
DB01110	ENSG00000171121
DB01110	ENSG00000143603
DB01110	ENSG00000173826
DB01110	ENSG00000007171
DB01110	ENSG00000145936
DB01110	ENSG00000105642
DB01110	ENSG00000104783
DB01194	ENSG00000104267
DB01194	ENSG00000133742
DB01194	ENSG00000167434
DB01194	ENSG00000174990
DB06775	ENSG00000021826
DB00366	ENSG00000168539
DB00366	ENSG00000196639
DB01159	ENSG00000171303
DB01159	ENSG00000157542
DB01159	ENSG00000169427
DB01159	ENSG00000116032
DB01159	ENSG00000017260
DB01159	ENSG00000187258
DB01159	ENSG00000183454
DB01159	ENSG00000156113
DB01159	ENSG00000186469
DB01159	ENSG00000163914
DB01159	ENSG00000022355
DB01159	ENSG00000162989
DB01159	ENSG00000145888
DB01159	ENSG00000198785
DB01159	ENSG00000104783
DB01159	ENSG00000198888
DB01159	ENSG00000099624
DB01406	ENSG00000091831
DB01406	ENSG00000108691
DB01406	ENSG00000169083
DB01406	ENSG00000109163
DB01406	ENSG00000082175
DB01397	ENSG00000095303
DB01397	ENSG00000073756
DB01019	ENSG00000181072
DB01559	ENSG00000011677
DB01559	ENSG00000186297
DB01559	ENSG00000163288
DB01559	ENSG00000182256
DB01559	ENSG00000166206
DB01559	ENSG00000094755
DB01559	ENSG00000145864
DB01559	ENSG00000022355
DB01559	ENSG00000151834
DB01559	ENSG00000163285
DB01559	ENSG00000187730
DB01559	ENSG00000102287
DB01559	ENSG00000111886
DB01559	ENSG00000113327
DB01559	ENSG00000146276
DB01559	ENSG00000183185
DB00318	ENSG00000112038
DB00318	ENSG00000082556
DB00318	ENSG00000116329
DB00068	ENSG00000142166
DB00068	ENSG00000159110
DB01128	ENSG00000169083
DB00737	ENSG00000196639
DB00850	ENSG00000149295
DB00850	ENSG00000184845
DB00850	ENSG00000160014
DB00850	ENSG00000198668
DB00850	ENSG00000143933
DB01289	ENSG00000121361
DB00731	ENSG00000006071
DB00731	ENSG00000132170
DB01357	ENSG00000091831
DB01375	ENSG00000165637
DB01375	ENSG00000078668
DB01375	ENSG00000213585
DB01375	ENSG00000114854
DB08900	ENSG00000065325
DB00446	ENSG00000196352
DB00451	ENSG00000151090
DB00451	ENSG00000126351
DB01161	ENSG00000198785
DB01161	ENSG00000129749
DB01161	ENSG00000166736
DB01161	ENSG00000276996
DB01161	ENSG00000142319
DB01161	ENSG00000185313
DB00031	ENSG00000182718
DB00031	ENSG00000011422
DB00031	ENSG00000106366
DB00031	ENSG00000197632
DB00031	ENSG00000122194
DB00031	ENSG00000171560
DB00031	ENSG00000163815
DB00031	ENSG00000123384
DB00031	ENSG00000179218
DB00031	ENSG00000127022
DB00031	ENSG00000170421
DB00013	ENSG00000197632
DB00013	ENSG00000122194
DB00013	ENSG00000149418
DB00013	ENSG00000106366
DB00013	ENSG00000188488
DB00013	ENSG00000122861
DB00013	ENSG00000011422
DB00013	ENSG00000116962
DB00013	ENSG00000104368
DB00013	ENSG00000081479
DB01214	ENSG00000169252
DB01214	ENSG00000043591
DB00039	ENSG00000066468
DB00039	ENSG00000160867
DB00039	ENSG00000142798
DB00039	ENSG00000099250
DB00039	ENSG00000068078
DB00039	ENSG00000077782
DB00098	ENSG00000138448
DB00098	ENSG00000259207
DB00098	ENSG00000005844
DB00098	ENSG00000010610
DB00098	ENSG00000150093
DB00098	ENSG00000158477
DB00098	ENSG00000114013
DB00098	ENSG00000072694
DB00098	ENSG00000153029
DB00795	ENSG00000075239
DB00795	ENSG00000213341
DB00795	ENSG00000151012
DB00795	ENSG00000275565
DB00795	ENSG00000012779
DB00795	ENSG00000095303
DB00795	ENSG00000170890
DB00795	ENSG00000059377
DB00795	ENSG00000104365
DB00795	ENSG00000073756
DB00795	ENSG00000132170
DB01278	ENSG00000131477
DB01278	ENSG00000004948
DB01278	ENSG00000132329
DB01278	ENSG00000122679
DB05630	ENSG00000198900
DB00012	ENSG00000187266
DB00563	ENSG00000228716
DB01073	ENSG00000101868
DB01073	ENSG00000156136
DB01073	ENSG00000167325
DB00123	ENSG00000165349
DB00123	ENSG00000139514
DB00123	ENSG00000099960
DB00123	ENSG00000003989
DB00123	ENSG00000065427
DB00371	ENSG00000011677
DB00371	ENSG00000145863
DB00371	ENSG00000109158
DB00371	ENSG00000022355
DB00371	ENSG00000186297
DB00371	ENSG00000151834
DB00929	ENSG00000050628
DB00929	ENSG00000125384
DB00929	ENSG00000171522
DB00835	ENSG00000196639
DB00835	ENSG00000180720
DB00835	ENSG00000184984
DB00835	ENSG00000133019
DB00835	ENSG00000168539
DB00835	ENSG00000181072
DB00946	ENSG00000167397
DB01452	ENSG00000116329
DB01452	ENSG00000112038
DB01452	ENSG00000082556
DB01231	ENSG00000168539
DB01231	ENSG00000133019
DB01231	ENSG00000181072
DB00296	ENSG00000185313
DB01229	ENSG00000101162
DB01229	ENSG00000047849
DB01229	ENSG00000186868
DB01229	ENSG00000277956
DB01229	ENSG00000144852
DB01229	ENSG00000171791
DB01229	ENSG00000078018
DB06207	ENSG00000170214
DB06207	ENSG00000120907
DB06207	ENSG00000171873
DB00754	ENSG00000183873
DB00138	ENSG00000021488
DB00138	ENSG00000040531
DB00138	ENSG00000151012
DB00138	ENSG00000138079
DB00813	ENSG00000116329
DB00813	ENSG00000082556
DB00813	ENSG00000112038
DB00333	ENSG00000129749
DB00333	ENSG00000112038
DB00333	ENSG00000116329
DB00333	ENSG00000198785
DB00333	ENSG00000166736
DB00086	ENSG00000181104
DB00086	ENSG00000122194
DB00308	ENSG00000055118
DB00308	ENSG00000099337
DB00308	ENSG00000187486
DB00308	ENSG00000153956
DB00308	ENSG00000108878
DB00308	ENSG00000151067
DB00308	ENSG00000173826
DB00308	ENSG00000067191
DB00308	ENSG00000184611
DB00308	ENSG00000135750
DB00870	ENSG00000073756
DB00870	ENSG00000095303
DB01130	ENSG00000113580
DB00206	ENSG00000165646
DB00206	ENSG00000036565
DB08893	ENSG00000188778
DB01567	ENSG00000166206
DB01567	ENSG00000151834
DB01567	ENSG00000187730
DB01567	ENSG00000146276
DB01567	ENSG00000186297
DB01567	ENSG00000183185
DB01567	ENSG00000182256
DB01567	ENSG00000111886
DB01567	ENSG00000102287
DB01567	ENSG00000094755
DB01567	ENSG00000163285
DB01567	ENSG00000011677
DB01567	ENSG00000022355
DB01567	ENSG00000163288
DB01567	ENSG00000113327
DB01567	ENSG00000145864
DB06691	ENSG00000196639
DB00854	ENSG00000082556
DB00854	ENSG00000116329
DB00854	ENSG00000112038
DB00279	ENSG00000151090
DB00279	ENSG00000126351
DB06273	ENSG00000160712
DB00950	ENSG00000196639
DB00175	ENSG00000113161
DB00584	ENSG00000159640
DB00757	ENSG00000166736
DB01236	ENSG00000198888
DB01236	ENSG00000022355
DB01236	ENSG00000145888
DB01236	ENSG00000155511
DB01236	ENSG00000099624
DB01236	ENSG00000111262
DB01236	ENSG00000017260
DB01018	ENSG00000150594
DB04339	ENSG00000084207
DB06681	ENSG00000121594
DB06681	ENSG00000114013
DB01037	ENSG00000189221
DB01037	ENSG00000069535
DB00134	ENSG00000111142
DB00134	ENSG00000124275
DB00134	ENSG00000132840
DB00134	ENSG00000145692
DB00134	ENSG00000116984
DB01180	ENSG00000159640
DB06772	ENSG00000101162
DB06772	ENSG00000127824
DB06712	ENSG00000157445
DB06712	ENSG00000151067
DB06712	ENSG00000157388
DB06712	ENSG00000081248
DB06712	ENSG00000153956
DB06712	ENSG00000165995
DB00675	ENSG00000147155
DB00675	ENSG00000091831
DB00675	ENSG00000154229
DB00675	ENSG00000140009
DB00183	ENSG00000110148
DB01133	ENSG00000196396
DB01133	ENSG00000114573
DB00677	ENSG00000114200
DB00677	ENSG00000087085
DB00486	ENSG00000188822
DB00486	ENSG00000118432
DB00881	ENSG00000159640
DB01259	ENSG00000141736
DB01259	ENSG00000146648
DB00517	ENSG00000133019
DB00517	ENSG00000168539
DB00517	ENSG00000181072
DB00957	ENSG00000091831
DB00957	ENSG00000082175
DB00199	ENSG00000102539
DB00199	ENSG00000055118
DB00199	ENSG00000085563
DB00199	ENSG00000163631
DB00199	ENSG00000142494
DB00199	ENSG00000160868
DB00199	ENSG00000001630
DB01255	ENSG00000276996
DB01255	ENSG00000142319
DB01255	ENSG00000170214
DB00286	ENSG00000091831
DB00413	ENSG00000135312
DB00413	ENSG00000184845
DB00413	ENSG00000150594
DB00413	ENSG00000135914
DB00413	ENSG00000147246
DB00413	ENSG00000151577
DB00413	ENSG00000069696
DB00413	ENSG00000169676
DB00413	ENSG00000179546
DB00413	ENSG00000102468
DB00413	ENSG00000184160
DB00413	ENSG00000178394
DB00413	ENSG00000149295
DB00543	ENSG00000120907
DB00543	ENSG00000069696
DB00543	ENSG00000135914
DB00543	ENSG00000178394
DB00543	ENSG00000158748
DB00543	ENSG00000022355
DB00543	ENSG00000148680
DB00543	ENSG00000196639
DB00543	ENSG00000166736
DB00543	ENSG00000151577
DB00543	ENSG00000134489
DB00543	ENSG00000108576
DB00543	ENSG00000135312
DB00543	ENSG00000149295
DB00543	ENSG00000150594
DB00543	ENSG00000184845
DB00543	ENSG00000102468
DB00543	ENSG00000168539
DB00543	ENSG00000103546
DB00543	ENSG00000147246
DB00543	ENSG00000276996
DB00543	ENSG00000142319
DB00696	ENSG00000149295
DB00696	ENSG00000171873
DB00696	ENSG00000147246
DB00696	ENSG00000120907
DB00696	ENSG00000102468
DB00696	ENSG00000150594
DB00696	ENSG00000135312
DB00696	ENSG00000170214
DB00696	ENSG00000179546
DB00696	ENSG00000178394
DB00696	ENSG00000103546
DB00696	ENSG00000179097
DB00696	ENSG00000184845
DB08860	ENSG00000113161
DB00603	ENSG00000082175
DB00603	ENSG00000091831
DB00174	ENSG00000162174
DB00174	ENSG00000188338
DB00174	ENSG00000070669
DB00174	ENSG00000105281
DB00174	ENSG00000137513
DB00174	ENSG00000134440
DB00903	ENSG00000163399
DB00903	ENSG00000074803
DB00703	ENSG00000104267
DB00703	ENSG00000168748
DB00703	ENSG00000133742
DB00703	ENSG00000167434
DB00818	ENSG00000136531
DB00818	ENSG00000166206
DB00818	ENSG00000145864
DB00818	ENSG00000007314
DB00818	ENSG00000022355
DB04835	ENSG00000160791
DB08815	ENSG00000184160
DB08815	ENSG00000102468
DB08815	ENSG00000150594
DB08815	ENSG00000149295
DB08815	ENSG00000148680
DB08815	ENSG00000178394
DB00151	ENSG00000139631
DB00151	ENSG00000116761
DB00151	ENSG00000110619
DB00151	ENSG00000134905
DB00151	ENSG00000100983
DB00151	ENSG00000001084
DB00151	ENSG00000023909
DB00151	ENSG00000120053
DB00151	ENSG00000129596
DB00151	ENSG00000135917
DB00151	ENSG00000244005
DB00151	ENSG00000170430
DB00151	ENSG00000160200
DB00151	ENSG00000274276
DB00243	ENSG00000183873
DB00243	ENSG00000169432
DB00317	ENSG00000146648
DB05266	ENSG00000113448
DB05266	ENSG00000065989
DB05266	ENSG00000172572
DB05266	ENSG00000105650
DB05266	ENSG00000184588
DB00935	ENSG00000150594
DB00935	ENSG00000170214
DB00935	ENSG00000184160
DB00935	ENSG00000120907
DB00935	ENSG00000171873
DB00812	ENSG00000095303
DB00812	ENSG00000124212
DB00812	ENSG00000073756
DB00518	ENSG00000167552
DB00518	ENSG00000188229
DB06271	ENSG00000099937
DB06271	ENSG00000117601
DB00067	ENSG00000166148
DB00067	ENSG00000198049
DB00067	ENSG00000126895
DB00925	ENSG00000160014
DB00925	ENSG00000198668
DB00925	ENSG00000143933
DB00925	ENSG00000169252
DB00925	ENSG00000184160
DB00925	ENSG00000150594
DB00925	ENSG00000170214
DB00925	ENSG00000171873
DB00925	ENSG00000120907
DB01359	ENSG00000178394
DB01359	ENSG00000135312
DB01359	ENSG00000169252
DB01359	ENSG00000043591
DB00363	ENSG00000147246
DB00363	ENSG00000184845
DB00363	ENSG00000196639
DB00363	ENSG00000135312
DB00363	ENSG00000151577
DB00363	ENSG00000134489
DB00363	ENSG00000179546
DB00363	ENSG00000184984
DB00363	ENSG00000184160
DB00363	ENSG00000166736
DB00363	ENSG00000102468
DB00363	ENSG00000148680
DB00363	ENSG00000158748
DB00363	ENSG00000168830
DB00363	ENSG00000120907
DB00363	ENSG00000168539
DB00363	ENSG00000150594
DB00363	ENSG00000069696
DB00363	ENSG00000130643
DB00363	ENSG00000178394
DB00363	ENSG00000149295
DB00363	ENSG00000133019
DB00363	ENSG00000180720
DB00363	ENSG00000170214
DB00363	ENSG00000181072
DB00982	ENSG00000131759
DB00412	ENSG00000132170
DB00412	ENSG00000068366
DB06716	ENSG00000145864
DB06716	ENSG00000166206
DB00851	ENSG00000142657
DB00851	ENSG00000014138
DB01162	ENSG00000171873
DB01162	ENSG00000184611
DB01162	ENSG00000170214
DB01162	ENSG00000120907
DB01162	ENSG00000055118
DB01162	ENSG00000173826
DB00749	ENSG00000095303
DB00749	ENSG00000186350
DB00749	ENSG00000073756
DB00499	ENSG00000169083
DB00499	ENSG00000106546
DB00431	ENSG00000145888
DB00431	ENSG00000145451
DB00431	ENSG00000163288
DB00431	ENSG00000101958
DB00431	ENSG00000109738
DB06203	ENSG00000197635
DB00289	ENSG00000108576
DB00289	ENSG00000103546
DB00289	ENSG00000276996
DB00289	ENSG00000142319
DB00289	ENSG00000176884
DB00105	ENSG00000142166
DB00105	ENSG00000159110
DB00205	ENSG00000228716
DB01324	ENSG00000070915
DB01348	ENSG00000159640
DB00374	ENSG00000112033
DB00374	ENSG00000160013
DB00374	ENSG00000169313
DB06616	ENSG00000197122
DB06616	ENSG00000169967
DB06616	ENSG00000101336
DB06616	ENSG00000148660
DB06616	ENSG00000186716
DB06616	ENSG00000126934
DB06616	ENSG00000123374
DB06616	ENSG00000097007
DB06616	ENSG00000254087
DB06616	ENSG00000169032
DB00933	ENSG00000102468
DB00933	ENSG00000149295
DB00307	ENSG00000227322
DB00307	ENSG00000228333
DB00307	ENSG00000206289
DB00307	ENSG00000204231
DB00307	ENSG00000231321
DB00307	ENSG00000235712
DB00307	ENSG00000143171
DB00307	ENSG00000186350
DB00002	ENSG00000159403
DB00002	ENSG00000143226
DB00002	ENSG00000150337
DB00002	ENSG00000203747
DB00002	ENSG00000173372
DB00002	ENSG00000072694
DB00002	ENSG00000162747
DB00002	ENSG00000173369
DB00002	ENSG00000159189
DB00002	ENSG00000182326
DB00002	ENSG00000146648
DB01137	ENSG00000131747
DB00769	ENSG00000113580
DB06714	ENSG00000146399
DB06714	ENSG00000165646
DB00606	ENSG00000104267
DB00606	ENSG00000137731
DB00606	ENSG00000167434
DB00606	ENSG00000133742
DB00115	ENSG00000116984
DB00115	ENSG00000177000
DB00115	ENSG00000151611
DB00115	ENSG00000132763
DB00115	ENSG00000146085
DB00115	ENSG00000124275
DB01184	ENSG00000149295
DB01184	ENSG00000151577
DB09028	ENSG00000274542
DB09028	ENSG00000175344
DB09028	ENSG00000147434
DB09028	ENSG00000080644
DB09028	ENSG00000101204
DB01426	ENSG00000183873
DB00248	ENSG00000178394
DB00248	ENSG00000170214
DB00248	ENSG00000148680
DB00248	ENSG00000151577
DB00248	ENSG00000184160
DB00248	ENSG00000169676
DB00248	ENSG00000043591
DB00248	ENSG00000102468
DB00248	ENSG00000120907
DB00248	ENSG00000179546
DB00248	ENSG00000169252
DB00248	ENSG00000184845
DB00248	ENSG00000149295
DB00248	ENSG00000150594
DB00248	ENSG00000171873
DB00248	ENSG00000147246
DB00248	ENSG00000069696
DB00248	ENSG00000135914
DB00248	ENSG00000135312
DB00154	ENSG00000095303
DB00154	ENSG00000073756
DB00961	ENSG00000185313
DB08883	ENSG00000155511
DB08888	ENSG00000167711
DB08888	ENSG00000276838
DB08888	ENSG00000175899
DB08888	ENSG00000115414
DB00217	ENSG00000150594
DB00217	ENSG00000151704
DB00217	ENSG00000043591
DB00540	ENSG00000103546
DB00540	ENSG00000133019
DB00540	ENSG00000168539
DB00540	ENSG00000108576
DB00540	ENSG00000181072
DB00540	ENSG00000171873
DB00540	ENSG00000149295
DB00540	ENSG00000101856
DB00540	ENSG00000184984
DB00540	ENSG00000158748
DB00540	ENSG00000178394
DB00540	ENSG00000120907
DB00540	ENSG00000102468
DB00540	ENSG00000196639
DB00540	ENSG00000147246
DB00540	ENSG00000170214
DB00540	ENSG00000180720
DB00540	ENSG00000150594
DB00540	ENSG00000043591
DB00907	ENSG00000103546
DB00907	ENSG00000276996
DB00907	ENSG00000142319
DB00907	ENSG00000168539
DB00907	ENSG00000185313
DB00907	ENSG00000168356
DB00907	ENSG00000108576
DB00907	ENSG00000183873
DB00907	ENSG00000181072
DB00598	ENSG00000169252
DB00598	ENSG00000120907
DB00598	ENSG00000043591
DB01138	ENSG00000103222
DB01138	ENSG00000278183
DB01138	ENSG00000023839
DB00568	ENSG00000196557
DB00568	ENSG00000081248
DB00568	ENSG00000102001
DB00568	ENSG00000006283
DB00568	ENSG00000157388
DB00568	ENSG00000100346
DB00568	ENSG00000149295
DB00568	ENSG00000151067
DB00568	ENSG00000184845
DB00568	ENSG00000168539
DB00568	ENSG00000196639
DB00028	ENSG00000106804
DB00028	ENSG00000203747
DB00028	ENSG00000206340
DB00028	ENSG00000227746
DB00028	ENSG00000244731
DB00028	ENSG00000198019
DB00028	ENSG00000162747
DB00028	ENSG00000150337
DB00028	ENSG00000228267
DB00028	ENSG00000228454
DB00028	ENSG00000236625
DB00028	ENSG00000233312
DB00028	ENSG00000224389
DB00028	ENSG00000072694
DB00028	ENSG00000143226
DB00028	ENSG00000125730
DB00751	ENSG00000120907
DB00751	ENSG00000113749
DB00751	ENSG00000150594
DB00751	ENSG00000148680
DB00751	ENSG00000196639
DB00751	ENSG00000102468
DB00972	ENSG00000196639
DB00022	ENSG00000159110
DB00022	ENSG00000142166
DB00938	ENSG00000169252
DB00557	ENSG00000196639
DB00497	ENSG00000229314
DB00497	ENSG00000082556
DB00497	ENSG00000112038
DB00497	ENSG00000116329
DB00579	ENSG00000103546
DB00579	ENSG00000276996
DB00579	ENSG00000142319
DB00579	ENSG00000108576
DB01132	ENSG00000132170
DB01033	ENSG00000165704
DB01033	ENSG00000106348
DB01033	ENSG00000128059
DB00910	ENSG00000111424
DB00073	ENSG00000182326
DB00073	ENSG00000150337
DB00073	ENSG00000159189
DB00073	ENSG00000156738
DB00073	ENSG00000143226
DB00073	ENSG00000203747
DB00073	ENSG00000173369
DB00073	ENSG00000072694
DB00073	ENSG00000162747
DB00073	ENSG00000159403
DB00073	ENSG00000173372
DB01215	ENSG00000022355
DB01215	ENSG00000111886
DB01215	ENSG00000163288
DB01215	ENSG00000163285
DB01215	ENSG00000182256
DB01215	ENSG00000146276
DB01215	ENSG00000187730
DB01215	ENSG00000094755
DB01215	ENSG00000113327
DB01215	ENSG00000102287
DB01215	ENSG00000011677
DB01215	ENSG00000186297
DB01215	ENSG00000145864
DB01215	ENSG00000183185
DB01215	ENSG00000151834
DB01215	ENSG00000166206
DB00078	ENSG00000072694
DB00078	ENSG00000173369
DB00078	ENSG00000182326
DB00078	ENSG00000143226
DB00078	ENSG00000150337
DB00078	ENSG00000159403
DB00078	ENSG00000173372
DB00078	ENSG00000203747
DB00078	ENSG00000162747
DB00078	ENSG00000159189
DB00078	ENSG00000156738
DB00338	ENSG00000105675
DB00213	ENSG00000105675
DB00947	ENSG00000091831
DB01346	ENSG00000183873
DB01346	ENSG00000151834
DB01346	ENSG00000135750
DB01346	ENSG00000022355
DB01346	ENSG00000120251
DB00998	ENSG00000135312
DB00998	ENSG00000179546
DB06692	ENSG00000204983
DB06692	ENSG00000274247
DB06692	ENSG00000122194
DB06692	ENSG00000167748
