Identifier	Name	Type	Category
DB00067	Vasopressin	Drug	Antidiuretic Agents
DB01396	Digitoxin	Drug	Cardiotonic Agents, Enzyme Inhibitors, Anti-Arrhythmia Agents
DB06605	Apixaban	Drug	
DB00064	Serum albumin iodonated	Drug	Diagnostic Agents
DB01395	Drospirenone	Drug	Mineralocorticoid Receptor Antagonists
DB00065	Infliximab	Drug	Anti-Inflammatory Agents, Non-Steroidal, Immunosuppressive Agents, Antirheumatic Agents, Dermatologic Agents, Gastrointestinal Agents
DB00068	Interferon beta-1b	Drug	Immunosuppressive Agents, Adjuvants, Immunologic
DB00069	Interferon alfacon-1	Drug	Immunosuppressive Agents, Antiviral Agents
DB01399	Salsalate	Drug	Anti-Inflammatory Agents, Non-Steroidal
DB00070	Hyaluronidase	Drug	Permeabilizing Agents, Adjuvants, Anesthesia
DB00073	Rituximab	Drug	Immunologic Factors, Antineoplastic Agents, Antirheumatic Agents
DB00074	Basiliximab	Drug	Immunosuppressive Agents
DB00071	Insulin, porcine	Drug	Hypoglycemic Agents
DB00072	Trastuzumab	Drug	Antineoplastic Agents
DB06614	Peramivir	Drug	
DB00078	Ibritumomab	Drug	
DB06616	Bosutinib	Drug	
DB00075	Muromonab	Drug	Immunologic Factors, Immunosuppressive Agents
DB00076	Digoxin Immune Fab (Ovine)	Drug	Antidotes
DB00080	Daptomycin	Drug	
DB00081	Tositumomab	Drug	
DB00085	Pancrelipase	Drug	Enzyme Replacement Agents, Gastrointestinal Agents
DB00082	Pegvisomant	Drug	Hormone Replacement Agents
DB00083	Botulinum Toxin Type A	Drug	Antidystonic Agents, Neuromuscular Blocking Agents, Anti-Wrinkle Agents
DB08804	Nandrolone decanoate	Drug	Anabolic Agents
DB05777	ART-123	Drug	
DB00088	Alglucerase	Drug	Enzyme Replacement Agents
DB00089	Capromab	Drug	Indicators and Reagents, Diagnostic Agents
DB08802	Isothipendyl	Drug	Histamine Antagonists, Antipruritics
DB00086	Streptokinase	Drug	Fibrinolytic Agents, Thrombolytic Agents
DB00087	Alemtuzumab	Drug	
DB08803	Tymazoline	Drug	
DB06626	Axitinib	Drug	
DB08800	Chloropyramine	Drug	Histamine H1 Antagonists, Histamine Antagonists
DB05773	ado-trastuzumab emtansine	Drug	Tubulin Modulators, Antineoplastic Agents, Monoclonal antibodies
DB08801	Dimetindene	Drug	Histamine H1 Antagonists, Anti-Allergic Agents, Cholinergic Antagonists, Histamine Antagonists, Antipruritics
DB06623	Flupirtine	Drug	
DB08808	Bupranolol	Drug	Adrenergic beta-Antagonists, Antihypertensive Agents, Anti-Arrhythmia Agents
DB08806	Roxatidine acetate	Drug	Anti-Ulcer Agents, Histamine H2 Antagonists
DB08807	Bopindolol	Drug	
DB00929	Misoprostol	Drug	Prostaglandins, Abortifacient Agents, Oxytocics, Anti-Ulcer Agents, Abortifacient Agents, Nonsteroidal
DB00927	Famotidine	Drug	Anti-Ulcer Agents, Histamine H2 Antagonists
DB00928	Azacitidine	Drug	Enzyme Inhibitors, Antimetabolites, Antineoplastic
DB08895	Tofacitinib	Drug	
DB08896	Regorafenib	Drug	Antineoplastic Agents
DB08893	Mirabegron	Drug	Muscle Relaxants, Genitourinary
DB08894	Peginesatide	Drug	Hematopoietic Agents, Colony-Stimulating Factors
DB08890	Linaclotide	Drug	
DB08899	Enzalutamide	Drug	Antineoplastic Agents
DB05389	WF10	Drug	
DB08897	Aclidinium	Drug	Antispasmodics, Muscarinic Antagonists
DB08898	Glucarpidase	Drug	Enzymes
DB06237	Avanafil	Drug	
DB00932	Tipranavir	Drug	Anti-HIV Agents
DB00933	Mesoridazine	Drug	Antipsychotic Agents, Phenothiazines, Dopamine Antagonists
DB00930	Colesevelam	Drug	Bile acid sequestrants
DB00931	Methacycline	Drug	Anti-Bacterial Agents, Tetracyclines
DB00936	Salicylic acid	Drug	Antifungal Agents, Keratolytic Agents, Anti-Infective Agents
DB00937	Diethylpropion	Drug	Appetite Depressants, Stimulants
DB00934	Maprotiline	Drug	Adrenergic Uptake Inhibitors, Antidepressive Agents, Second-Generation, Antidepressive Agents
DB00935	Oxymetazoline	Drug	Adrenergic alpha-Agonists, Sympathomimetics, Nasal Decongestants
DB00938	Salmeterol	Drug	Sympathomimetics, Bronchodilator Agents, Adrenergic beta-2 Receptor Agonists
DB00939	Meclofenamic acid	Drug	Anti-Inflammatory Agents, Non-Steroidal, Cyclooxygenase Inhibitors
DB00940	Methantheline	Drug	Cholinergic Antagonists, Antispasmodics, Muscarinic Antagonists
DB00943	Zalcitabine	Drug	Reverse Transcriptase Inhibitors, Anti-HIV Agents, Antimetabolites
DB00944	Demecarium	Drug	Cholinergic Agents
DB00941	Hexafluronium	Drug	Neuromuscular Agents
DB00942	Cycrimine	Drug	Antidyskinetics
DB00947	Fulvestrant	Drug	Antineoplastic Agents, Hormonal, Estrogen Antagonists, Antineoplastic Agents
DB00948	Mezlocillin	Drug	Penicillins
DB00945	Acetylsalicylic acid	Drug	Anti-Inflammatory Agents, Non-Steroidal, Cyclooxygenase Inhibitors, Platelet Aggregation Inhibitors, Salicylates, Fibrinolytic Agents, Antipyretics
DB00946	Phenprocoumon	Drug	Anticoagulants
DB00949	Felbamate	Drug	Anticonvulsants
DB06255	Incadronate	Drug	Bone Density Conservation Agents
DB00950	Fexofenadine	Drug	Histamine H1 Antagonists, Non-Sedating, Anti-Allergic Agents, Histamine Antagonists
DB00951	Isoniazid	Drug	Fatty Acid Synthesis Inhibitors, Antitubercular Agents
DB00954	Dirithromycin	Drug	Macrolides, Anti-Infective Agents
DB00955	Netilmicin	Drug	Anti-Bacterial Agents, Aminoglycosides, Protein Synthesis Inhibitors
DB00952	Naratriptan	Drug	Serotonin Receptor Agonists, Serotonin Antagonists
DB00953	Rizatriptan	Drug	Serotonin Receptor Agonists, Serotonin Antagonists, Anti-migraine Agents
DB00958	Carboplatin	Drug	Cross-Linking Reagents, Antineoplastic Agents
DB00959	Methylprednisolone	Drug	Neuroprotective Agents, Glucocorticoids, Anti-Inflammatory Agents, Antiemetics
DB00956	Hydrocodone	Drug	Antitussive Agents, Analgesics, Opioid, Narcotics
DB00957	Norgestimate	Drug	Contraceptive Agents, Contraceptives, Oral, Synthetic
DB06267	Udenafil	Drug	
DB06262	Droxidopa	Drug	Antiparkinson Agents
DB00961	Mepivacaine	Drug	Anesthetics, Local
DB06268	Sitaxentan	Drug	
DB00962	Zaleplon	Drug	Hypnotics and Sedatives
DB00960	Pindolol	Drug	
DB00965	Ethiodized oil	Drug	Contrast Media, Antineoplastic Agents
DB00966	Telmisartan	Drug	
DB00963	Bromfenac	Drug	
DB00964	Apraclonidine	Drug	Adrenergic alpha-2 Receptor Agonists, EENT Preparations, Anti-glaucoma Agents, Ophthalmics
DB00969	Alosetron	Drug	
DB00967	Desloratadine	Drug	Histamine H1 Antagonists, Non-Sedating, Cholinergic Antagonists, Histamine Antagonists
DB00968	Methyldopa	Drug	Adrenergic alpha-2 Receptor Agonists, Sympatholytics, Antihypertensive Agents
DB06674	golimumab	Drug	TNF inhibitor, Antipsoriatic Agents, Monoclonal antibodies
DB03166	Acetic acid	Drug	Anti-Bacterial Agents, Indicators and Reagents
DB06201	Rufinamide	Drug	
DB08860	Pitavastatin	Drug	Hypolipidemic Agents
DB06684	Vilazodone	Drug	Serotonin Receptor Agonists, Antidepressive Agents, Serotonin Uptake Inhibitors
DB06681	Belatacept	Drug	Immunosuppressive Agents, Antirheumatic Agents
DB06207	Silodosin	Drug	Adrenergic alpha-1 Receptor Antagonists
DB08868	Fingolimod	Drug	
DB06209	Prasugrel	Drug	Platelet Aggregation Inhibitors
DB08869	Tesamorelin	Drug	
DB08866	Estradiol valerate/Dienogest	Drug	
DB06203	Alogliptin	Drug	Dipeptidyl-Peptidase IV Inhibitors, Antidiabetic Agents
DB06689	Ethanolamine Oleate	Drug	Sclerosing Solutions
DB08864	Rilpivirine	Drug	
DB06204	Tapentadol	Drug	
DB08865	Crizotinib	Drug	Protein Kinase Inhibitors
DB00900	Didanosine	Drug	Reverse Transcriptase Inhibitors, Anti-HIV Agents, Antimetabolites
DB00903	Ethacrynic acid	Drug	Enzyme Inhibitors, Diuretics
DB00904	Ondansetron	Drug	Antipsychotic Agents
DB00902	Methdilazine	Drug	Histamine Antagonists
DB00907	Cocaine	Drug	Vasoconstrictor Agents, Dopamine Uptake Inhibitors, Anesthetics, Local
DB00908	Quinidine	Drug	Anti-Arrhythmia Agents
DB00905	Bimatoprost	Drug	Anti-glaucoma Agents
DB00906	Tiagabine	Drug	Anticonvulsants, Neurotransmitter Uptake Inhibitors, GABA Agonists
DB00909	Zonisamide	Drug	Antioxidants, Anticonvulsants
DB08873	Boceprevir	Drug	
DB06694	Xylometazoline	Drug	Nasal Decongestants
DB06210	Eltrombopag	Drug	Thrombopoietic Agents
DB08874	Fidaxomicin	Drug	Antibiotics
DB06212	Tolvaptan	Drug	Vasopressin receptor antagonists
DB08871	Eribulin	Drug	Microtubule Inhibitors
DB06696	Arbekacin	Drug	Antibiotics, Aminoglycosides, Anti-Infective Agents
DB06695	Dabigatran etexilate	Drug	Antithrombins
DB08872	gabapentin enacarbil	Drug	
DB06690	Nitrous oxide	Drug	
DB08870	Brentuximab vedotin	Drug	
DB06692	Aprotinin	Drug	Serine Proteinase Inhibitors, Hemostatics, Trypsin Inhibitors
DB06691	Mepyramine	Drug	Histamine H1 Antagonists, Anti-Allergic Agents, Histamine Antagonists
DB06218	Lacosamide	Drug	Anticonvulsants
DB08879	Belimumab	Drug	Monoclonal antibodies
DB06698	Betahistine	Drug	Antiemetics
DB08877	Ruxolitinib	Drug	
DB06697	Artemether	Drug	Coccidiostats, Antiprotozoal Agents, Antimalarials, Antifungal Agents, Schistosomicides
DB06213	Regadenoson	Drug	Diagnostic Agents
DB06216	Asenapine	Drug	
DB05368	Ragweed pollen extract	Drug	
DB08875	Cabozantinib	Drug	
DB08876	Taliglucerase Alfa	Drug	Enzymes
DB06699	Degarelix	Drug	Gonadotropin-releasing hormone antagonist
DB00910	Paricalcitol	Drug	
DB00911	Tinidazole	Drug	Antiprotozoal Agents, Anti-Infective Agents
DB00914	Phenformin	Drug	Hypoglycemic Agents
DB00915	Amantadine	Drug	Analgesics, Non-Narcotic, Antiparkinson Agents, Antiviral Agents, Dopamine Agents
DB00912	Repaglinide	Drug	Hypoglycemic Agents, Meglitinides, Antidiabetic Agents
DB00913	Anileridine	Drug	
DB00918	Almotriptan	Drug	Serotonin Receptor Agonists, Serotonin Antagonists, Anti-migraine Agents
DB00919	Spectinomycin	Drug	Anti-Bacterial Agents, Aminoglycosides
DB00916	Metronidazole	Drug	Antiprotozoal Agents, Radiation-Sensitizing Agents, Anti-Infective Agents
DB00917	Dinoprostone	Drug	Prostaglandins, Oxytocics
DB08884	Gadoxetate	Drug	Contrast Media, Diagnostic Agents
DB08885	Aflibercept	Drug	Antineoplastic Agents, Ophthalmics
DB08882	Linagliptin	Drug	Dipeptidyl-Peptidase IV Inhibitors, Antidiabetic Agents
DB08883	Perampanel	Drug	
DB08880	Teriflunomide	Drug	
DB08881	Vemurafenib	Drug	
DB06228	Rivaroxaban	Drug	
DB08888	Ocriplasmin	Drug	Ophthalmics
DB08889	Carfilzomib	Drug	Antineoplastic Agents
DB08886	Asparaginase Erwinia chrysanthemi	Drug	Enzymes
DB08887	Icosapent ethyl	Drug	Hypolipidemic Agents
DB00921	Buprenorphine	Drug	Narcotic Antagonists, Analgesics, Opioid, Narcotics
DB00922	Levosimendan	Drug	Cardiotonic Agents, Phosphodiesterase Inhibitors, Vasodilator Agents, Anti-Arrhythmia Agents
DB00920	Ketotifen	Drug	Histamine H1 Antagonists, Anti-Allergic Agents, Antipruritics
DB00925	Phenoxybenzamine	Drug	Vasodilator Agents, Adrenergic alpha-Antagonists, Antihypertensive Agents
DB00923	Ceforanide	Drug	Anti-Bacterial Agents, Cephalosporins
DB00924	Cyclobenzaprine	Drug	Neuromuscular Agents, Tranquilizing Agents, Muscle Relaxants, Skeletal
DB00530	Erlotinib	Drug	Protein Kinase Inhibitors
DB00531	Cyclophosphamide	Drug	Immunosuppressive Agents, Mutagens, Antirheumatic Agents, Myeloablative Agonists, Antineoplastic Agents, Alkylating
DB00536	Guanidine	Drug	
DB00537	Ciprofloxacin	Drug	Anti-Infective Agents, Quinolones
DB00534	Chlormerodrin	Drug	Diagnostic Agents, Diuretics, Mercurial
DB00535	Cefdinir	Drug	Anti-Bacterial Agents, Cephalosporins, Anti-Infective Agents
DB00538	Gadoversetamide	Drug	Contrast Media
DB00539	Toremifene	Drug	Antineoplastic Agents, Hormonal, Selective Estrogen Receptor Modulators, Bone Density Conservation Agents
DB00540	Nortriptyline	Drug	Adrenergic Uptake Inhibitors, Antidepressive Agents, Tricyclic, Antidepressive Agents
DB04900	Thymalfasin	Drug	Immunosuppressive Agents, Adjuvants, Immunologic, Antineoplastic Agents
DB00543	Amoxapine	Drug	Adrenergic Uptake Inhibitors, Neurotransmitter Uptake Inhibitors, Antidepressive Agents, Second-Generation, Dopamine Antagonists, Serotonin Uptake Inhibitors
DB00544	Fluorouracil	Drug	Immunosuppressive Agents, Antimetabolites, Antineoplastic, Antimetabolites
DB00541	Vincristine	Drug	Antineoplastic Agents, Phytogenic, Tubulin Modulators
DB00542	Benazepril	Drug	Angiotensin-Converting Enzyme Inhibitors, Antihypertensive Agents
DB00547	Desoximetasone	Drug	
DB00548	Azelaic Acid	Drug	Antineoplastic Agents, Dermatologic Agents
DB00545	Pyridostigmine	Drug	Antimyasthenic Agents
DB00546	Adinazolam	Drug	Antidepressive Agents
DB00549	Zafirlukast	Drug	Anti-Asthmatic Agents, Leukotriene Antagonists
DB00550	Propylthiouracil	Drug	Antithyroid Agents, Antimetabolites
DB00551	Acetohydroxamic Acid	Drug	Enzyme Inhibitors
DB04911	Oritavancin	Drug	Anti-Bacterial Agents
DB00554	Piroxicam	Drug	Anti-Inflammatory Agents, Non-Steroidal, Cyclooxygenase Inhibitors
DB00555	Lamotrigine	Drug	Calcium Channel Blockers, Anticonvulsants, Antidepressive Agents
DB01401	Trisalicylate-choline	Drug	
DB01400	Neostigmine	Drug	
DB00552	Pentostatin	Drug	Antibiotics, Antineoplastic Agents, Adenosine Deaminase Inhibitors
DB00553	Methoxsalen	Drug	Cross-Linking Reagents, Photosensitizing Agents, Pigmenting Agents
DB01406	Danazol	Drug	
DB00558	Zanamivir	Drug	Enzyme Inhibitors, Antiviral Agents
DB00559	Bosentan	Drug	Antihypertensive Agents
DB00556	Perflutren	Drug	Contrast Media
DB01404	Ginseng	Drug	
DB01403	Methotrimeprazine	Drug	Analgesics, Non-Narcotic, Antipsychotic Agents, Dopamine Antagonists
DB00557	Hydroxyzine	Drug	Histamine H1 Antagonists, Hypnotics and Sedatives, Antipruritics
DB01409	Tiotropium	Drug	Cholinergic Antagonists
DB01408	Bambuterol	Drug	
DB01407	Clenbuterol	Drug	Adrenergic beta-Agonists, Sympathomimetics, Bronchodilator Agents
DB00561	Doxapram	Drug	
DB04920	Clevidipine	Drug	
DB00562	Benzthiazide	Drug	Stimulants
DB00560	Tigecycline	Drug	Anti-Bacterial Agents, Tetracyclines
DB00565	Cisatracurium Besylate	Drug	Neuromuscular Blocking Agents
DB01413	Cefepime	Drug	Anti-Bacterial Agents, Cephalosporins
DB00566	Succimer	Drug	Antidotes, Chelating Agents
DB01412	Theobromine	Drug	
DB01411	Pranlukast	Drug	Anti-Asthmatic Agents, Leukotriene Antagonists
DB00563	Methotrexate	Drug	Enzyme Inhibitors, Nucleic Acid Synthesis Inhibitors, Immunosuppressive Agents, Abortifacient Agents, Folic Acid Antagonists, Antirheumatic Agents, Antimetabolites, Antineoplastic, Abortifacient Agents, Nonsteroidal, Dermatologic Agents
DB01410	Ciclesonide	Drug	
DB00564	Carbamazepine	Drug	Analgesics, Non-Narcotic, Anticonvulsants, Antimanic Agents
DB00569	Fondaparinux sodium	Drug	Anticoagulants, Antithrombins
DB01416	Cefpodoxime	Drug	Anti-Bacterial Agents, Cephalosporins
DB01415	Ceftibuten	Drug	Cephalosporins
DB00567	Cephalexin	Drug	Anti-Bacterial Agents, Cephalosporins
DB01414	Cefacetrile	Drug	Anti-Bacterial Agents, Cephalosporins
DB00568	Cinnarizine	Drug	
DB01419	Antrafenine	Drug	
DB01418	Acenocoumarol	Drug	Anticoagulants
DB06271	Sulodexide	Drug	Hypoglycemic Agents, Anticoagulants, Hypolipidemic Agents, Antithrombins, Fibrinolytic Agents
DB06274	Alvimopan	Drug	
DB06273	Tocilizumab	Drug	
DB00972	Azelastine	Drug	Histamine H1 Antagonists, Non-Sedating, Anti-Allergic Agents, Bronchodilator Agents, Lipoxygenase Inhibitors
DB00973	Ezetimibe	Drug	Cholesterol Absorption Inhibitors
DB00970	Dactinomycin	Drug	Anti-Bacterial Agents, Nucleic Acid Synthesis Inhibitors, Antibiotics, Antibiotics, Antineoplastic, Protein Synthesis Inhibitors
DB00971	Selenium Sulfide	Drug	Antifungal Agents
DB00976	Telithromycin	Drug	Ketolides
DB00977	Ethinyl Estradiol	Drug	Estrogens
DB00974	Edetic Acid	Drug	Food Additives, Anticoagulants, Chelating Agents
DB00975	Dipyridamole	Drug	Phosphodiesterase Inhibitors, Vasodilator Agents, Platelet Aggregation Inhibitors
DB00978	Lomefloxacin	Drug	Anti-Infective Agents
DB00979	Cyclopentolate	Drug	Mydriatics, Parasympatholytics, Muscarinic Antagonists
DB06287	Temsirolimus	Drug	
DB06288	Amisulpride	Drug	Antipsychotic Agents, Dopamine Antagonists
DB06285	Teriparatide	Drug	Bone Density Conservation Agents
DB00980	Ramelteon	Drug	
DB00983	Formoterol	Drug	Sympathomimetics, Bronchodilator Agents, Adrenergic beta-2 Receptor Agonists
DB00984	Nandrolone phenpropionate	Drug	Anabolic Agents
DB00500	Tolmetin	Drug	Anti-Inflammatory Agents, Non-Steroidal, Cyclooxygenase Inhibitors
DB00981	Physostigmine	Drug	Cholinesterase Inhibitors, Miotics
DB00982	Isotretinoin	Drug	Skin and Mucous Membrane Agents, Anti-Acne Preparations
DB00987	Cytarabine	Drug	Immunosuppressive Agents, Antimetabolites, Antineoplastic, Antiviral Agents
DB00503	Ritonavir	Drug	
DB00988	Dopamine	Drug	Cardiotonic Agents, Sympathomimetics, Dopamine Agents
DB00504	Levallorphan	Drug	Narcotic Antagonists, Antidotes
DB00501	Cimetidine	Drug	Adjuvants
DB00985	Dimenhydrinate	Drug	Histamine H1 Antagonists, Antiemetics
DB00502	Haloperidol	Drug	Antipsychotic Agents, Antidyskinetics, Butyrophenones
DB00986	Glycopyrrolate	Drug	Cholinergic Antagonists, Muscarinic Antagonists, Adjuvants, Anesthesia
DB00507	Nitazoxanide	Drug	Antiparasitic Agents
DB00508	Triflupromazine	Drug	Antipsychotic Agents
DB00989	Rivastigmine	Drug	Neuroprotective Agents, Cholinesterase Inhibitors, Cholinergic Agents
DB06290	Simeprevir	Drug	Protease Inhibitors
DB00509	Dextrothyroxine	Drug	Hypolipidemic Agents
DB06292	Dapagliflozin	Drug	sodium-glucose cotransporter 2 inhibitor 
DB00990	Exemestane	Drug	Aromatase Inhibitors, Antineoplastic Agents
DB00991	Oxaprozin	Drug	Anti-Inflammatory Agents, Non-Steroidal
DB00994	Neomycin	Drug	Antibiotics, Aminoglycosides
DB00995	Auranofin	Drug	Antirheumatic Agents
DB00511	Acetyldigitoxin	Drug	Cardiotonic Agents, Enzyme Inhibitors, Anti-Arrhythmia Agents
DB00992	Methyl aminolevulinate	Drug	
DB00993	Azathioprine	Drug	Immunosuppressive Agents, Antirheumatic Agents, Antimetabolites, Antineoplastic, Antimetabolites
DB00514	Dextromethorphan	Drug	Antitussive Agents, Excitatory Amino Acid Antagonists
DB00998	Frovatriptan	Drug	Serotonin Receptor Agonists, Anti-migraine Agents
DB00999	Hydrochlorothiazide	Drug	Sodium Chloride Symporter Inhibitors, Diuretics, Antihypertensive Agents
DB00515	Cisplatin	Drug	Cross-Linking Reagents, Antineoplastic Agents, Radiation-Sensitizing Agents
DB00512	Vancomycin	Drug	Anti-Bacterial Agents
DB00996	Gabapentin	Drug	Calcium Channel Blockers, Anticonvulsants, Analgesics, Antiparkinson Agents, Antimanic Agents, Anti-Anxiety Agents, Excitatory Amino Acid Antagonists
DB00997	Doxorubicin	Drug	Antibiotics, Antibiotics, Antineoplastic
DB00513	Aminocaproic Acid	Drug	
DB00518	Albendazole	Drug	
DB00519	Trandolapril	Drug	Angiotensin-Converting Enzyme Inhibitors, Antihypertensive Agents
DB00516	Bentoquatam	Drug	Skin and Mucous Membrane Agents
DB00517	Anisotropine Methylbromide	Drug	Cholinergic Antagonists, Muscarinic Antagonists
DB00521	Carteolol	Drug	Sympatholytics, Adrenergic beta-Antagonists, Antihypertensive Agents, Anti-Arrhythmia Agents
DB00520	Caspofungin	Drug	Antifungal Agents
DB00525	Tolnaftate	Drug	Antifungal Agents
DB00526	Oxaliplatin	Drug	Antineoplastic Agents
DB02703	Fusidic Acid	Drug	Anti-Bacterial Agents, Protein Synthesis Inhibitors
DB00523	Alitretinoin	Drug	Antineoplastic Agents
DB00524	Metolazone	Drug	Sodium Chloride Symporter Inhibitors, Diuretics, Antihypertensive Agents
DB00529	Foscarnet	Drug	Antiviral Agents, Reverse Transcriptase Inhibitors
DB00527	Cinchocaine	Drug	Anesthetics, Local
DB00528	Lercanidipine	Drug	Calcium Channel Blockers, Antihypertensive Agents
DB00132	Alpha-Linolenic Acid	Drug	Micronutrients, Dietary Supplements, Supplements
DB00133	L-Serine	Drug	Micronutrients, Dietary Supplements, Non-Essential Amino Acids, Supplements
DB01463	Fencamfamine	Drug	Central Nervous System Stimulants, Antipsychotic Agents
DB00130	L-Glutamine	Drug	Micronutrients, Dietary Supplements, Non-Essential Amino Acids, Supplements
DB00131	Adenosine monophosphate	Drug	Micronutrients, Dietary Supplements, Supplements
DB00136	Calcitriol	Drug	Vitamin D, Bone Density Conservation Agents, Antithyroid Agents, Calcium Channel Agonists, Vitamins, Antihypocalcemic Agents
DB00137	Xanthophyll	Drug	Micronutrients, Dietary Supplements, Supplements
DB00134	L-Methionine	Drug	Micronutrients, Amino Acids, Essential, Dietary Supplements, Supplements
DB01466	Ethylmorphine	Drug	Antitussive Agents, Analgesics, Opioid, Narcotics
DB00135	L-Tyrosine	Drug	Micronutrients, Dietary Supplements, Non-Essential Amino Acids, Supplements
DB05829	Preotact	Drug	
DB00138	L-Cystine	Drug	Micronutrients, Dietary Supplements, Non-Essential Amino Acids, Supplements
DB00139	Succinic acid	Drug	Micronutrients, Dietary Supplements, Supplements
DB00140	Riboflavin	Drug	Photosensitizing Agents, Vitamin B Complex
DB00143	Glutathione	Drug	Micronutrients, Dietary Supplements, Supplements
DB00144	Phosphatidylserine	Drug	Micronutrients, Dietary Supplements, Supplements
DB00141	N-Acetyl-D-glucosamine	Drug	Micronutrients, Dietary Supplements, Supplements
DB00147	Pyridoxal	Drug	Micronutrients, Vitamin B Complex, Dietary Supplements, Supplements
DB00148	Creatine	Drug	Micronutrients, Dietary Supplements, Supplements
DB00145	Glycine	Drug	Glycine Agents, Micronutrients, Dietary Supplements, Non-Essential Amino Acids, Supplements
DB00146	Calcidiol	Drug	Vitamin D, Bone Density Conservation Agents, Antithyroid Agents, Vitamins, Antihypocalcemic Agents
DB00149	L-Leucine	Drug	Micronutrients, Amino Acids, Essential, Dietary Supplements, Supplements
DB00150	L-Tryptophan	Drug	Micronutrients, Amino Acids, Essential, Antidepressive Agents, Second-Generation, Dietary Supplements, Supplements
DB01482	Fenethylline	Drug	
DB00151	L-Cysteine	Drug	Nutritional Support, Dietary Supplements, Supplements
DB00154	Dihomo-gamma-linolenic acid	Drug	Micronutrients, Dietary Supplements, Supplements
DB01001	Salbutamol	Drug	Bronchodilator Agents, Adrenergic beta-2 Receptor Agonists, Tocolytic Agents
DB01002	Levobupivacaine	Drug	
DB00155	L-Citrulline	Drug	Micronutrients, Dietary Supplements, Non-Essential Amino Acids, Supplements
DB00152	Thiamine	Drug	Vitamin B Complex, Vitamins
DB00153	Ergocalciferol	Drug	Vitamin D, Bone Density Conservation Agents, Antithyroid Agents, Vitamins, Antihypocalcemic Agents
DB01000	Cyclacillin	Drug	Anti-Bacterial Agents, Penicillins
DB01005	Hydroxyurea	Drug	Enzyme Inhibitors, Nucleic Acid Synthesis Inhibitors, Antisickling Agents, Antineoplastic Agents
DB00158	Folic Acid	Drug	Hematinics, Micronutrients, Vitamin B Complex, Dietary Supplements, Supplements
DB01006	Letrozole	Drug	Aromatase Inhibitors, Antineoplastic Agents
DB00159	Icosapent	Drug	Micronutrients, Dietary Supplements, Supplements
DB01489	Camazepam	Drug	Neuromuscular Agents, Hypnotics and Sedatives, Benzodiazepines
DB00156	L-Threonine	Drug	Micronutrients, Amino Acids, Essential, Dietary Supplements, Supplements
DB01003	Cromoglicic acid	Drug	Anti-Asthmatic Agents
DB01004	Ganciclovir	Drug	Antiviral Agents
DB01009	Ketoprofen	Drug	Anti-Inflammatory Agents, Non-Steroidal, Cyclooxygenase Inhibitors
DB01007	Tioconazole	Drug	Antifungal Agents, 14-alpha Demethylase Inhibitors
DB01008	Busulfan	Drug	Immunosuppressive Agents, Alkylating Agents, Myeloablative Agonists, Antineoplastic Agents, Alkylating
DB00161	L-Valine	Drug	Micronutrients, Amino Acids, Essential, Dietary Supplements
DB00162	Vitamin A	Drug	Vitamin A, Anti-Acne Preparations, Vitamins
DB00160	L-Alanine	Drug	Micronutrients, Dietary Supplements, Non-Essential Amino Acids, Supplements
DB01012	Cinacalcet	Drug	Calcimimetics
DB00165	Pyridoxine	Drug	Vitamin B Complex, Vitamins
DB06702	Fesoterodine	Drug	Antispasmodics, Muscarinic Antagonists, Anti-Incontinence Agents, Muscle Relaxants, Genitourinary
DB00166	Lipoic Acid	Drug	Antioxidants, Micronutrients, Vitamin B Complex, Dietary Supplements, Supplements
DB01013	Clobetasol propionate	Drug	Corticosteroids, Glucocorticoids, Anti-Inflammatory Agents
DB06701	Dexmethylphenidate	Drug	
DB01010	Edrophonium	Drug	Cholinesterase Inhibitors, Antidotes
DB00163	Vitamin E	Drug	Antioxidants, Micronutrients, Dietary Supplements, Vitamins, Supplements
DB06704	Iobenguane	Drug	Diagnostic Agents
DB01011	Metyrapone	Drug	Enzyme Inhibitors, Antimetabolites
DB06703	Gadobutrol	Drug	Contrast Media
DB01016	Glyburide	Drug	Hypoglycemic Agents, Antidiabetic Agents, Anti-Arrhythmia Agents
DB00169	Cholecalciferol	Drug	Vitamin D, Bone Density Conservation Agents, Antithyroid Agents, Vitamins, Antihypocalcemic Agents
DB01017	Minocycline	Drug	Anti-Bacterial Agents, Tetracyclines
DB00167	L-Isoleucine	Drug	Micronutrients, Amino Acids, Essential, Dietary Supplements, Supplements
DB06700	Desvenlafaxine	Drug	Neurotransmitter Uptake Inhibitors, Antidepressive Agents, Serotonin Uptake Inhibitors
DB01014	Balsalazide	Drug	Anti-Inflammatory Agents, Non-Steroidal, Gastrointestinal Agents
DB00168	Aspartame	Drug	Micronutrients, Dietary Supplements, Supplements, Sweetening Agents
DB01015	Sulfamethoxazole	Drug	Sulfonamides, Anti-Infective Agents
DB06709	Methacholine	Drug	
DB01018	Guanfacine	Drug	Adrenergic alpha-2 Receptor Agonists, Antihypertensive Agents
DB01019	Bethanechol	Drug	Muscarinic Agonists, Parasympathomimetics
DB06706	Isometheptene	Drug	
DB06705	Gadofosveset trisodium	Drug	Contrast Media, Diagnostic Agents
DB06708	Lumefantrine	Drug	Antimalarials
DB06707	Levonordefrin	Drug	
